Item Number,Brand,Processor,GPU,Type,Maximum Resolution,Model,OS,Storage Type,Features,Price,SSD Capacity (GB),RAM Size (GB),Hard Drive Capacity (GB),Screen Size (in),Processor Speed (GHz)
85264986110,Dell,Intel Core i7 6th Gen.,Intel® HD Graphics 520,Notebook/Laptop,1920 x 1080,Dell Latitude E7270,Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Force Touch Trackpad, Built-in Microphone",129.95,256.0,8.0,256.0,12.5,2.6
85264986113,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,3000 x 2000,Lenovo ThinkPad X1 Tablet Gen 3,Windows 11 Pro,SSD,LTE,349.99,256.0,16.0,256.0,13.0,1.8
85264986120,HP,Intel Pentium,Intel HD Graphics 615,Notebook/Laptop,1920 x 1280,HP Pro X2 612 G2 Tablet,Windows 11 Pro,SSD,Touchscreen,155.0,128.0,4.0,128.0,12.0,1.2
85264986121,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Hp Elitlebook G5,Windows 11 Pro,SSD,Wi-Fi,289.99,500.0,32.0,512.0,14.0,2.6
85264986123,Lenovo,Intel Celeron N,Intel HD Graphics 500,Notebook/Laptop,1366 x 768,Lenovo 100e,Chrome OS,eMMC,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Rugged,  Wi-Fi",89.99,32.0,4.0,64.0,11.6,1.1
85264986126,HP,Intel Core i7 8th Gen.,Intel HD Graphics 620,Notebook/Laptop,1920 x 1080,HP EliteBook 850,Windows 11 Pro,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi, Dual Band Wireless AC",199.99,256.0,16.0,256.0,15.6,1.8
85264986128,Lenovo,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,T490,Windows 11 Pro,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam",220.0,512.0,16.0,512.0,14.0,1.6
85264986201,Dell,Intel Core i5 7th Gen.,Intel HD Graphics,Notebook/Laptop,1366 x 768,Dell Latitude 7280,Windows 11 Pro,SSD,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",175.0,256.0,16.0,256.0,12.5,2.6
85264986208,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 7420,Windows 10 Pro,SSD,"Built-in Microphone, Bluetooth, Backlit Keyboard, Touchscreen, Built-in Webcam, Wi-Fi",599.0,256.0,16.0,256.0,14.0,2.6
85264986226,Lenovo,AMD A6-9220E,AMD Radeon R4,Notebook/Laptop,1366 x 768,81VS009GUS,Windows 10,eMMC,"Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card",149.0,64.0,4.0,64.0,14.0,1.6
85264986285,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,3072 x 1920,Dell Inspiron 16 7620,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",425.0,1024.0,4.0,1024.0,16.0,4.7
85264986300,Dell,Intel Core i5 8th Gen.,Nvidia Quadro P2000,Notebook,1920 x 1080,Precision 7530,Windows 10,SSD,"10/100 LAN Card,  Backlit Keyboard,  Built-in Webcam,  Rugged",399.99,512.0,32.0,512.0,15.6,2.5
85264986314,HP,Intel Celeron N,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,14DQ0052DX,Windows 11 Home,eMMC,Built-in Microphone,195.0,64.0,4.0,64.0,14.0,1.1
85264986474,HP,Intel Celeron,Intel HD Graphics 400,Notebook/Laptop,1280 x 800,Samsung Chromebook 4+,Chrome OS,SSD,"Built-in Webcam, Wi-Fi",45.0,16.0,4.0,16.0,11.6,2.16
85264986481,SGIN,Intel Celeron N,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,SGIN-M15,Windows 11 Home,HDD,"Bluetooth,  Built-in Webcam,  Built-in Microphone",149.0,128.0,4.0,128.0,15.6,1.1
85264986495,Samsung,Intel Celeron,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,Samsung Chromebook 4,Chrome OS,eMMC,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",99.51,32.0,4.0,32.0,11.6,1.1
85264986496,Acer,Intel Celeron N,Intel UHD Graphics 600,Notebook/Laptop,1920 x 1080,Acer Swift 1,Windows 11 Home S,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Multi-Touch Trackpad, Built-in Microphone",89.99,128.0,4.0,128.0,14.0,1.1
85264986504,HP,Intel Core i5 3rd Gen.,Intel HD Graphics 3000,Notebook/Laptop,1366 x 768,HP EliteBook 8460P,Windows 11 Pro,SSD,"3D Camera, Bluetooth, Wi-Fi, Touch ID, Optical Drive",120.0,240.0,8.0,24.0,14.0,2.5
85264986505,HP,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1200,HP EliteBook 860 G9,Windows 11 Pro,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",816.18,256.0,16.0,256.0,16.0,4.4
85264986567,Dell,core i5 8th gen,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,DELL LATITUDE 5400,Windows 11 Pro,SSD,Wi-Fi,299.99,1024.0,32.0,1024.0,14.0,1.9
85264986576,Lenovo,Intel Celeron N,Intel HD Graphics 500,Notebook/Laptop,1366 x 768,Lenovo 100e,Chrome OS,eMMC,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Rugged, Wi-Fi",89.99,32.0,4.0,64.0,11.6,1.1
85264986578,Lenovo,Intel Core i7-11800H,NVIDIA GeForce RTX 3050,Notebook/Laptop,0,Lenovo Legion 5 15ITH6,Windows 11 Home,SSD,"Bluetooth, Wi-Fi, Backlit Keyboard",599.99,512.0,16.0,512.0,15.0,2.3
85264986579,Dell,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Dell,Linux,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Rugged",49.99,16.0,4.0,16.0,11.6,2.16
85264986584,HP,AMD Ryzen 3,AMD Radeon Graphics,Notebook/Laptop,1366 x 768,HP 14-fq0013dx,Windows 11 Home,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",193.0,128.0,8.0,128.0,14.0,2.6
85264986586,Microsoft,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,0,Microsoft Surface Laptop 2,Windows 11 Pro,SSD,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",179.99,256.0,16.0,256.0,13.5,1.7
85264986588,Microsoft,Intel Core i7,Integrated Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Microsoft Surface Laptop,Not Included,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",188.0,512.0,16.0,512.0,13.3,4.2
85264986590,ASUS,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,ASUS VivoBook,Windows 11 Home,SSD,"Built-in Webcam, Wi-Fi, Backlit Keyboard",299.0,512.0,8.0,512.0,14.0,2.8
85264986592,Lenovo,Intel Celeron N,Intel UHD Graphics 600,Notebook/Laptop,1920 x 1080,Lenovo IdeaPad Duet 3i,Windows 11 Home,eMMC,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Built-in Microphone",149.99,64.0,4.0,64.0,10.3,1.1
85264986596,Dell,Intel Celeron,Intel HD Graphics,Notebook/Laptop,1366 x 768,Dell,Linux,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Rugged",56.99,16.0,4.0,16.0,11.6,2.16
85264986597,Samsung,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,Samsung Galaxy Book,Windows 10 Pro,SSD,"Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",549.99,256.0,16.0,256.0,15.6,2.8
85264986600,Microsoft,Intel Pentium Gold,Intel UHD Graphics 615,Notebook/Laptop,1920 x 1280,Microsoft Surface Go 3,Windows 11 Home S,SSD,"Touchscreen,  Bluetooth,  Wi-Fi",124.0,64.0,64.0,64.0,10.5,1.1
85264986601,Dell,Intel Core i5 7th Gen.,Intel HD Graphics 520,Notebook/Laptop,1366 x 768,Dell Latitude 7480,Windows 10,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi",129.99,128.0,16.0,128.0,14.0,2.6
85264986602,Dell,Intel Core i5 11th Gen.,Intel HD Graphics,Notebook/Laptop,1920 x 1080,Dell Latitude 5520,Windows 11 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",399.99,256.0,16.0,256.0,15.6,2.6
85264986605,Dell,Intel Core i7 6th Gen.,Intel® HD Graphics 520,Notebook/Laptop,1920 x 1080,Dell Latitude E7270,Windows 10 Pro,SSD,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Force Touch Trackpad, Built-in Microphone",129.95,256.0,8.0,256.0,12.5,2.6
85264986609,LG,Intel Core i7 11th Gen.,NVIDIA GeForce GTX 1650 Ti,Notebook/Laptop,1920 x 1200,LG Ultra,Windows 11 Home,SSD,"Bluetooth, Wi-Fi",275.0,512.0,16.0,512.0,16.0,2.0
85264986610,Lenovo,Intel Core i7 8th Gen.,Intel HD Graphics 620,Notebook/Laptop,1920 x 1080,Lenovo T480,Windows 11,SSD,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Force Touch Trackpad,  Touchscreen,  Wi-Fi",225.0,256.0,16.0,16.0,14.0,1.9
85264986611,HP,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Hp Elitlebook G5,Windows 11 Pro,SSD,Wi-Fi,289.99,500.0,32.0,512.0,14.0,2.6
85264986626,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1600 x 900,HP 17-BY4062CL,Windows 10,SSD,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",579.0,256.0,8.0,256.0,17.3,2.4
85264987093,Lenovo,Intel Core i5 6th Gen.,Intel HD Graphics 530,Notebook,1920 x 1080,Lenovo ThinkPad T460,Windows 11 Pro,SSD,"Backlit Keyboard, Bluetooth, 3D Camera, Wi-Fi, Touch ID",149.0,256.0,16.0,256.0,15.0,2.4
85264987095,HP,Intel Celeron N,Intel HD Graphics,Chromebook,1366 x 768,Samsung ChromeBook,Chrome OS,eMMC,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi, Widescreen Display",69.99,16.0,4.0,16.0,11.6,1.6
85264987101,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad T490,Windows 11 Pro,NVMe,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",229.99,256.0,16.0,256.0,14.0,1.9
85264987103,Samsung,Qualcomm Snapdragon 8cx Gen 2,Intel UHD Graphics,Laptop,1920 x 1080,Galaxy Book,Windows 10 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, LTE, Built-in Microphone",203.72,256.0,4.0,256.0,14.0,3.2
85264987104,MSI,AMD Ryzen 7,AMD Radeon Graphics,Notebook/Laptop,1920 x 1080,MSI Modern 14 C7M-048US,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, Multi-Touch Trackpad, Backlit Keyboard",509.49,512.0,16.0,512.0,14.0,2.0
85264987105,Microsoft,Intel Pentium Gold,Intel UHD Graphics 615,Notebook/Laptop,1920 x 1280,Microsoft Surface Go 3,Windows 11 Home S,SSD,"Touchscreen, Bluetooth, Wi-Fi",124.0,64.0,64.0,64.0,10.5,1.1
85264987110,SGIN,Intel Celeron N,Intel® UHD Graphics 600,Notebook/Laptop,1366 x 768,SGIN-M15,Windows 11 Home,SSD,"Bluetooth,  Built-in Webcam,  Widescreen Display,  Wi-Fi,  Backlit Keyboard,  LTE,  Built-in Microphone,  Stylus",636.0,128.0,4.0,128.0,15.6,2.8
85264987119,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Notebook/Laptop,1920 x 1080,14,Not Included,SSD,"Backlit Keyboard, Bluetooth, Built-in Webcam, Rugged, Touchscreen, Wi-Fi",399.0,512.0,32.0,512.0,14.0,1.7
85264987121,Lenovo,Intel Core i5 13th Gen.,NVIDIA GeForce RTX 2050,Notebook/Laptop,1920 x 1080,Lenovo LOQ 82XV000VUS,Windows 11 Home,SSD,"Backlit Keyboard, Bluetooth, Built-in Microphone",649.49,512.0,16.0,512.0,15.6,2.1
85264987123,Acer,Intel Celeron N,Intel HD Graphics 400,Notebook/Laptop,1366 x 768,C731T-C0X8,Chrome OS,eMMC,Touchscreen,41.0,32.0,4.0,32.0,11.6,2.48
85264987132,Microsoft,Intel Core i7,Integrated Intel UHD Graphics,Notebook/Laptop,1920 x 1080,Microsoft Surface Laptop,Not Included,SSD,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",188.0,512.0,16.0,512.0,13.3,4.2
85264987136,Lenovo,AMD Ryzen 5,AMD Radeon Graphics,Notebook/Laptop,1920 x 1080,Lenovo ThinkPad T14,Windows 10 Pro,SSD,"Built-in Webcam, Wi-Fi",499.99,256.0,16.0,256.0,14.0,2.3
85264987184,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Notebook/Laptop,1920 x 1080,15-dy2795wm,‎Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Built-in Microphone",389.95,256.0,8.0,256.0,15.6,2.4
85264987452,ASUS,Intel Celeron N,Intel UHD Graphics 600,Notebook/Laptop,1366 x 768,ASUS E210,Windows 11 Home,eMMC,Bluetooth,101.36,64.0,4.0,64.0,11.6,1.1
85264987455,ASUS,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3060,Notebook/Laptop,1920 x 1200,ASUS ROG Zephyrus M,Windows 11 Home,SSD,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",840.0,512.0,16.0,512.0,16.0,2.3
